dist,type,name,location,lng,lat,org,seat,a,b,c,d,dis,par
內湖區,綜合零售賣場,萊爾富便利商店北市麥帥店,臺北市內湖區行善路33及31號,121.576048,25.056608,萊爾富國際股份有限公司臺北市麥帥店,1,0,1,0,0,0,0
內湖區,綜合零售賣場,萊爾富便利商店北市新明店,臺北市內湖區114新明路241、241-1號,121.587383,25.057912,萊爾富國際股份有限公司臺北市新明店,1,0,1,0,0,0,0
內湖區,綜合零售賣場,統一超商臺北市華經門市,臺北市內湖區行忠路30號,121.577601,25.065267,統一超商股份有限公司臺北市華經門市,1,0,1,0,0,0,0
內湖區,綜合零售賣場,統一超商臺北市金湖門市,臺北市內湖區文湖街83號,121.564118,25.086508,統一超商股份有限公司臺北市金湖門市,1,0,1,0,0,0,0
內湖區,綜合零售賣場,統一超商臺北市環湖門市,臺北市內湖區環山路一段70號1樓,121.566931,25.086396,統一超商股份有限公司臺北市環湖門市,1,0,1,0,0,0,0
內湖區,綜合零售賣場,統一超商臺北市環金門市,臺北市內湖區環山路二段125號,121.576451,25.084136,統一超商股份有限公司臺北市環金門市,1,0,1,0,0,0,0
內湖區,綜合零售賣場,CASA精品百貨內湖店,臺北市內湖區新湖三路23號2樓,121.574169,25.062030,CASA精品百貨內湖店,6,0,6,0,0,2,0
內湖區,綜合零售賣場,特力和樂內湖店,臺北市內湖區新湖三路23號1樓,121.574169,25.062030,特力和樂內湖店,3,3,0,0,0,1,0
內湖區,綜合零售賣場,統一超商臺北市匯陽門市,臺北市內湖區陽光街383號,121.576204,25.072742,統一超商股份有限公司臺北市匯陽門市,1,0,1,0,0,0,0
內湖區,綜合零售賣場,統一超商臺北市大眾門市,臺北市內湖區港墘路221巷41號1樓,121.575066,25.073247,統一超商股份有限公司臺北市大眾門市,1,0,1,0,0,0,0
內湖區,綜合零售賣場,統一超商臺北市見晴門市,臺北市內湖區瑞光路196號,121.576948,25.074982,統一超商股份有限公司臺北市見晴門市,1,0,1,0,0,0,0
內湖區,綜合零售賣場,統一超商臺北市日內瓦門市,臺北市內湖區瑞光路76巷59號1樓,121.580303,25.070196,統一超商股份有限公司臺北市日內瓦門市,1,0,1,0,0,0,0
內湖區,宗教,開漳聖王廟　　　　　,臺北市內湖區碧山路24號,121.587420,25.097149,碧山巖開漳聖山廟,1,0,1,0,0,0,0
內湖區,宗教,金龍寺　　　　,臺北市內湖區內湖路三段256巷2號(213巷入),121.586376,25.091683,金龍禪寺,1,0,1,0,0,0,0
內湖區,機關,內湖區公所,臺北市內湖區民權東路六段99號4F,121.588898,25.069374,臺北市內湖區公所,9,9,0,0,0,0,0
內湖區,機關,臺北市立圖書館西湖分館,臺北市內湖區內湖路一段594號,121.577459,25.078962,臺北市立圖書館西湖分館,7,0,7,0,0,1,0
內湖區,機關,臺北市立圖書館東湖分館,臺北市內湖區五分街6號,121.612610,25.067415,臺北市立圖書館東湖分館,11,11,0,0,0,4,1
內湖區,機關,內湖區健康服務中心,臺北市內湖區民權東路六段99號1F,121.588898,25.069374,臺北市內湖區健康服務中心,1,1,0,0,0,1,0
內湖區,機關,臺北市稅捐稽徵處內湖分處,臺北市內湖區民權東路六段99號2F,121.588898,25.069374,臺北市稅捐稽徵處內湖分處,2,2,0,0,0,0,0
內湖區,機關,內湖區戶政事務所,臺北市內湖區民權東路六段99號3F,121.588898,25.069374,臺北市內湖區戶政事務所,2,2,0,0,0,0,0
內湖區,機關,臺北市立圖書館內湖分館,臺北市內湖區民權東路六段99號6F,121.588898,25.069374,臺北市立圖書館內湖分館,2,2,0,0,0,0,0
內湖區,機關,內湖就業服務站,臺北市內湖區民權東路六段99號7F,121.588898,25.069374,臺北市就業服務處內湖就業服務站,2,2,0,0,0,0,0
內湖區,機關,內湖社福中心,臺北市內湖區星雲路161巷3號,121.596272,25.081264,內湖社福中心,2,0,2,0,0,1,0
內湖區,機關,內湖分局,臺北市內湖區民權東路六段101號,121.589341,25.069285,臺北市政府警察局內湖分局,3,0,3,0,0,0,0
內湖區,機關,大湖派出所,臺北市內湖區成功路五段1號,121.601374,25.084116,臺北市政府警察局大湖派出所,1,0,1,0,0,0,0
內湖區,機關,內湖派出所,臺北市內湖區內湖路二段261號,121.590110,25.082099,臺北市政府警察局內湖派出所,1,0,1,0,0,0,0
內湖區,機關,文德派出所,臺北市內湖區民權東路六段26號,121.579109,25.066663,臺北市政府警察局文德派出所,1,0,1,0,0,0,1
內湖區,機關,港墘派出所,臺北市內湖區內湖路一段550號,121.577192,25.079001,臺北市政府警察局港墘派出所,1,0,1,0,0,0,0
內湖區,機關,東湖派出所,臺北市內湖區五分街10號,121.612998,25.067410,臺北市政府警察局東湖派出所,1,0,1,0,0,0,0
內湖區,機關,康寧派出所,臺北市內湖區金湖路83號,121.597873,25.080790,臺北市政府警察局康寧派出所,1,0,1,0,0,0,0
內湖區,機關,康樂派出所,臺北市內湖區康樂街110巷16弄20號,121.618416,25.070606,臺北市政府警察局康樂派出所,1,0,1,0,0,0,0
內湖區,機關,潭美派出所,臺北市內湖區新明路324號,121.581562,25.055355,臺北市政府警察局潭美派出所,1,0,1,0,0,0,0
內湖區,機關,西湖派出所,臺北市內湖區瑞光路515號,121.569135,25.079185,臺北市政府警察局西湖派出所,1,0,1,0,0,0,0
內湖區,機關,防災科學教育館,臺北市內湖區成功路二段376號,121.590400,25.069500,臺北市政府消防局防災科學教育館,10,10,0,0,0,0,0
內湖區,機關,臺北市立圖書館西中分館,臺北市內湖區內湖路一段285巷66號1-2樓,121.566588,25.084846,臺北市立圖書館西中分館,3,0,3,0,0,1,0
內湖區,連鎖餐飲店,麥當勞台北舊宗店,臺北市內湖區舊宗路一段135號,121.579278,25.060648,麥當勞內湖舊宗店,3,0,3,0,0,1,0
內湖區,連鎖餐飲店,爭鮮迴轉壽司康寧店,臺北市內湖區康寧路三段18號1樓,121.607323,25.072480,爭鮮股份有限公司康寧分公司,1,1,0,0,0,0,0
內湖區,連鎖餐飲店,吉野家西湖店,臺北市內湖區內湖路一段281號,121.565888,25.082451,台灣吉野家股份有限公司內湖西湖分公司,2,0,2,0,0,0,0
內湖區,連鎖餐飲店,麥當勞台北西湖店,臺北市內湖區內湖路一段283號,121.566038,25.082451,台灣麥當勞餐廳股份有限公司台北西湖分公司,1,0,1,0,0,0,0
內湖區,連鎖餐飲店,摩斯漢堡內湖港墘店,臺北市內湖區內湖路一段637號,121.574750,25.080410,安心食品服務股份有限公司內湖港墘分公司,1,0,1,0,0,0,0
內湖區,連鎖餐飲店,洲子美食街,臺北市內湖區瑞光路517號1F,121.568935,25.079283,麗陽美食生活館有限公司,3,0,3,0,0,1,0
內湖區,連鎖餐飲店,肯德基內湖店,臺北市內湖區內湖路一段230號,121.565008,25.082431,怡和餐飲股份有限公司台北內湖分公司,3,0,3,0,0,1,0
內湖區,連鎖餐飲店,頂呱呱瑞光店,臺北市內湖區瑞光路283號1F,121.576767,25.075551,吟桂股份有限公司瑞光分公司,1,0,1,0,0,0,0
內湖區,連鎖餐飲店,摩斯漢堡亞太店,臺北市內湖區瑞湖街80號,121.575952,25.072578,安心食品服務股份有限公司內湖亞太分公司,1,0,1,0,0,0,0
內湖區,連鎖餐飲店,統一星巴克港墘門市,臺北市內湖區瑞光路216號1F,121.575930,25.075415,統一星巴克股份有限公司港墘門市,1,0,1,0,0,0,0
內湖區,連鎖餐飲店,統一星巴克基湖門市,臺北市內湖區基湖路25號,121.565071,25.080392,統一星巴克股份有限公司基湖門市,1,0,1,0,0,0,0
內湖區,連鎖餐飲店,統一星巴克內湖民權門市,臺北市內湖區民權東路六段182號,121.592899,25.068555,統一星巴克股份有限公司內湖民權門市,1,0,1,0,0,0,0
內湖區,連鎖餐飲店,麥當勞台北內湖店,臺北市內湖區內湖路一段741號,121.578408,25.078982,台灣麥當勞餐廳股份有限公司台北內湖一分公司,2,0,2,0,0,0,0
內湖區,連鎖餐飲店,摩斯漢堡內湖文德店,臺北市內湖區文德路212號,121.584127,25.078330,安心食品服務股份有限公司內湖文德分公司,1,0,1,0,0,0,0
內湖區,連鎖餐飲店,拿坡里內湖店,臺北市內湖區成功路三段141號,121.589963,25.079652,拿帕里股份有限公司內湖分公司,1,0,1,0,0,0,0
內湖區,連鎖餐飲店,三商巧福內湖門市,臺北市內湖區成功路三段175號,121.590586,25.080060,三商行股份有限公司內湖分公司,1,0,1,0,0,0,0
內湖區,連鎖餐飲店,摩斯漢堡康寧店,臺北市內湖區成功路五段63號,121.605992,25.074191,安心食品服務股份有限公司康寧分公司,1,0,1,0,0,0,0
內湖區,連鎖餐飲店,統一星巴克康寧門市,臺北市內湖區康寧路三段72號,121.611335,25.070265,統一星巴克股份有限公司康寧門市,1,0,1,0,0,0,0
內湖區,連鎖餐飲店,麥當勞台北康寧店,臺北市內湖區康寧路三段168號,121.611958,25.069371,台灣麥當勞餐廳股份有限公司台北康寧分公司,2,0,2,0,0,0,0
內湖區,連鎖餐飲店,漢堡王成功店,臺北市內湖區成功路四段178號,121.593790,25.083715,家城股份有限公司成功分公司,1,0,1,0,0,0,0
內湖區,連鎖餐飲店,摩斯漢堡內湖店,臺北市內湖區成功路四段202號,121.595457,25.084375,安心食品服務股份有限公司內湖分公司,1,1,0,0,0,0,0
內湖區,連鎖餐飲店,摩斯漢堡東湖店,臺北市內湖區東湖路110號,121.615648,25.068282,安心食品服務股份有限公司東湖分公司,1,0,1,0,0,0,0
內湖區,機關,內湖12號,臺北市內湖區成功路三段174巷33弄16號旁湖光市場內,121.590851,25.081707,臺北市政府環境保護局,1,0,1,0,0,0,0
內湖區,機關,內湖公園1號,臺北市內湖區成功路五段大湖公園康寧托兒所旁,121.606483,25.078151,臺北市政府環境保護局,1,0,1,0,0,0,1
內湖區,機關,內湖16號,臺北市內湖區碧山路24號(碧山巖停車場),121.587870,25.098133,臺北市環境保護局,1,0,1,0,0,0,0
內湖區,醫院,康寧醫院,臺北市內湖區成功路五段420巷26號,121.608948,25.075891,康寧醫療財團法人康寧醫院,16,0,16,0,0,2,0
內湖區,醫院,中國醫藥大學附設醫院臺北分院,臺北市內湖區內湖路二段360號,121.590642,25.082157,中國醫藥大學附設醫院臺北分院,16,0,16,0,0,2,1
內湖區,醫院,三軍總醫院內湖院區,臺北市內湖區成功路二段325號,121.592407,25.071435,三軍總醫院內湖院區,66,66,0,0,0,12,2
內湖區,醫院,聯合醫院忠孝醫院附設內湖門診部,臺北市內湖區民權東路六段99號1F女廁,121.588898,25.069374,臺北市立聯合醫院忠孝醫院附設內湖門診部,1,1,0,0,0,0,0
文山區,交通,捷運木柵站(文湖線),臺北市文山區木柵路四段135號,121.573147,24.998231,臺北大眾捷運股份有限公司捷運木柵站,3,3,0,0,0,1,0
文山區,交通,捷運辛亥站(文湖線),臺北市文山區辛亥路四段128號,121.557102,25.005483,臺北大眾捷運股份有限公司捷運辛亥站,3,3,0,0,0,1,0
文山區,交通,捷運萬芳醫院站(文湖線),臺北市文山區興隆路三段113號,121.558095,24.999335,捷運萬芳醫院站,3,3,0,0,0,1,1
文山區,交通,捷運萬芳社區站(文湖線),臺北市文山區萬芳路60號,121.568323,24.998581,捷運萬芳社區站,3,3,0,0,0,1,0
文山區,交通,捷運動物園站(文湖線),臺北市文山區新光路二段32號,121.579498,24.998171,捷運動物園站,3,3,0,0,0,1,0
文山區,交通,捷運景美站(松山新店線),臺北市文山區羅斯福路六段216號,121.540571,24.993206,捷運景美站(夜),3,3,0,0,0,0,1
文山區,交通,捷運萬隆站(松山新店線),臺北市文山區羅斯福路五段214號,121.538552,25.002544,捷運萬隆站,3,3,0,0,0,0,1
文山區,交通,北二高木柵休息站,木柵休息站,121.570283,24.975939,交通部台灣區國道高速公路局北區工程處木柵工務段,4,4,0,0,0,1,1
文山區,交通,辛亥國小地下停車場,臺北市文山區辛亥路四段103號地下,121.558556,25.006322,臺北市停車管理工程處辛亥國小地下停車場,3,1,2,0,0,1,0
文山區,交通,景華公園地下停車場(署),臺北市文山區景華街55號地下,121.543721,24.995232,臺北市停車管理工程處光復北路立體停車場,3,3,0,0,0,1,0
文山區,交通,臺北花木市場地下停車場,臺北市文山區興隆路一段15號,121.540222,25.004312,臺北市停車管理工程處臺北花木市場地下停車場,3,0,3,0,0,1,0
文山區,交通,興隆公園地下停車場(署),臺北市文山區仙岩路128號,121.551152,25.000594,臺北市停車管理工程處興隆公園地下停車場,3,0,3,0,0,1,0
文山區,交通,景美國小地下停車場,臺北市文山區景文街142巷2號,121.540694,24.989247,臺北市停車管理工程處景美國小地下停車場,3,1,2,0,0,1,0
文山區,交通,萬興國小地下停車場,臺北市文山區秀明路二段114號地下,121.576700,24.989800,萬興國小地下停車場,3,0,3,0,0,1,0
文山區,觀光遊憩,仙跡岩,臺北市文山區景興路263巷28號,121.547977,24.992587,仙跡岩,2,0,2,0,0,0,0
文山區,觀光遊憩,臺北市立動物園,臺北市文山區新光路二段30號,121.581069,24.998855,臺北市立動物園,75,75,0,0,0,20,5
文山區,文化育樂場所,臺北市立藝文推廣處文山劇場,臺北市文山區景文街32號,121.541324,24.991815,臺北市立藝文推廣處,22,22,0,0,0,4,0
文山區,觀光遊憩,博嘉運動公園(署),臺北市文山區木柵路四段159巷16號,121.575427,25.000884,博嘉運動公園,10,10,0,0,0,1,1
文山區,文化育樂場所,永安藝文館,臺北市文山區木新路二段156號-1,121.568879,24.984147,永安藝文館,14,14,0,0,0,4,0
文山區,觀光遊憩,木柵纜車,臺北市文山區新光路二段8號,121.576292,24.996036,臺北大眾捷運股份有限公司,16,16,0,0,0,6,0
文山區,觀光遊憩,茶研發推廣中心,臺北市文山區指南路三段40巷8之2號,121.594290,24.969071,茶研發推廣中心,2,0,2,0,0,0,0
文山區,文化育樂場所,文山運動中心,臺北市文山區興隆路三段222號,121.559417,24.997447,中國青年救國團,11,0,11,0,0,3,0
文山區,加油站,中油木柵加油站,臺北市文山區木柵路三段2號,121.564100,24.988500,臺灣中油股份有限公司木柵站,3,3,0,0,0,1,0
文山區,加油站,中油萬隆加油站,臺北市文山區興隆路一段13號,121.539478,25.004446,臺灣中油股份有限公司萬隆站,2,2,0,0,0,1,0
文山區,加油站,世新加油站,臺北市文山區景興路293號,121.542385,24.989120,世新加油站(夜),1,0,1,0,0,1,0
文山區,加油站,全國景美加油站,臺北市文山區羅斯福路六段140號,121.540849,24.996182,全國加油站股份有限公司景美站,3,0,3,0,0,1,0
文山區,加油站,車容坊加油站辛亥站,臺北市文山區辛亥路四段100號,121.558255,25.006421,車容坊加油站辛亥站,3,0,3,0,0,1,0
文山區,加油站,福華加油站,臺北市文山區興隆路二段244巷1號1樓,121.553971,25.000901,福華加油站,3,0,3,0,0,1,0
文山區,加油站,政大加油站,臺北市文山區指南路一段53號,121.570727,24.988032,政大加油站,2,0,2,0,0,0,0
文山區,公園,萬芳公園,臺北市文山區萬和街2號旁,121.568252,25.001252,公園路燈工程管理處南港公園管理所,4,4,0,0,0,1,1
文山區,公園,木柵公園(署),臺北市文山區下崙路9之3號對面,121.560505,24.986902,公園路燈工程管理處南港公園管理所,3,0,3,0,0,0,1
文山區,公園,興隆公園(署),臺北市文山區仙岩路128號,121.551152,25.000594,公園路燈工程管理處南港公園管理所,1,1,0,0,0,0,0
文山區,公園,景美運動公園(署),臺北市文山區景豐街底,121.545128,25.001276,公園路燈工程管理處南港公園管理所,3,3,0,0,0,0,1
文山區,市場,公有興隆市場(署),臺北市文山區興隆路二段97號,121.547459,24.999671,臺北市市場處公有興隆市場,3,3,0,0,0,1,0
文山區,市場,公有景美市場(署),臺北市文山區景文街137號2樓,121.541141,24.990165,台北市政府市場管理處公有景美市場,1,1,0,0,0,0,0
文山區,市場,公有木柵市場(署),臺北市文山區保儀路13巷3號,121.569284,24.988521,臺北市市場處公有木柵市場,5,5,0,0,0,1,0
文山區,市場,公有木新市場(署),臺北市文山區木新路三段310巷4號,121.557244,24.981483,臺北市市場處公有木新市場,3,3,0,0,0,1,0
文山區,大專院校,世新大學,臺北市文山區木柵路一段17巷1號,121.544123,24.988625,私立世新大學,55,1,54,0,0,8,0
文山區,大專院校,國立政治大學,臺北市文山區指南路二段64號,121.574833,24.987750,國立政治大學,23,0,23,0,0,0,0
文山區,綜合零售賣場,統一超商臺北市仙岩門市,臺北市文山區仙岩路18號,121.548665,24.998522,統一超商股份有限公司臺北市仙岩門市,1,0,1,0,0,0,0
文山區,綜合零售賣場,統一超商臺北市新萬隆門市,臺北市文山區羅斯福路六段20號22號,121.539439,25.000017,統一超商股份有限公司臺北市新萬隆門市,1,0,1,0,0,0,0
文山區,綜合零售賣場,統一超商臺北市文山門市,臺北市文山區永安街22巷23號25號1樓,121.568967,24.986714,統一超商股份有限公司,1,0,1,0,0,0,0
文山區,綜合零售賣場,愛買景美店,臺北市文山區景中街30巷12號,121.542446,24.992179,愛買景美店,3,0,3,0,0,1,0
文山區,綜合零售賣場,瀚星百貨,臺北市文山區景興路188號,121.543800,24.992300,瀚星百貨,8,6,2,0,0,1,0
文山區,宗教,指南宮,臺北市文山區萬壽路115號,121.586823,24.979891,臺北市指南宮管理委員會,5,0,5,0,0,1,0
文山區,宗教,樟山寺,臺北市文山區老泉街45巷29號,121.579052,24.972957,樟山寺,2,0,2,0,0,0,0
文山區,宗教,真修寺,臺北市文山區試院路134號,121.547491,24.990004,真修寺,1,0,1,0,0,0,0
文山區,宗教,木柵忠順廟,臺北市文山區中崙路13號,121.564602,24.983651,財團法人臺北市木柵忠順廟,2,0,2,0,0,0,0
文山區,宗教,慈光寺,臺北市文山區萬芳路26巷5號,121.569087,24.995122,慈光寺,1,0,1,0,0,0,0
文山區,機關,國稅局文山稽徵所,臺北市文山區木柵路三段220號6樓,121.569962,24.989558,財政部臺北國稅局文山稽徵所,6,6,0,0,0,0,0
文山區,機關,臺北市政府公務人員訓練處,臺北市文山區萬美街二段21巷20號,121.561040,25.004577,臺北市政府公務人員訓練處,40,40,0,0,0,11,0
文山區,機關,臺北市稅捐稽徵處文山分處,臺北市文山區木柵路三段220號,121.569962,24.989558,臺北市稅捐稽徵處文山分處,4,4,0,0,0,0,0
文山區,機關,忠順區民活動中心,臺北市文山區忠順街二段22號2樓,121.563109,24.984675,忠順區民活動中心,3,0,3,0,0,1,0
文山區,機關,富德靈骨樓,臺北市文山區木柵路五段43巷190號,121.591546,25.012126,臺北市殯葬管理處臺北市富德靈骨樓,3,0,3,0,0,1,0
文山區,機關,臺北市政府社會局老人自費安養中心,臺北市文山區興隆路四段109巷30弄6號,121.562477,24.986285,臺北市政府社會局老人自費安養中心,9,0,9,0,0,1,0
文山區,機關,古亭地政事務所,臺北市文山區萬隆街47之12號2樓至4樓,121.533232,24.960972,臺北市古亭地政事務所,2,0,2,0,0,1,1
文山區,機關,文山區戶政事務所(景美所),臺北市文山區興隆路二段160號3樓,121.551672,25.001719,臺北市文山區戶政事務所景美所,2,2,0,0,0,0,0
文山區,機關,臺北市立圖書館萬興分館,臺北市文山區萬壽路27號4樓,121.576456,24.988499,臺北市立圖書館萬興分館,5,0,5,0,0,1,0
文山區,機關,臺北市立圖書館木柵分館,臺北市文山區保儀路13巷3號3樓,121.569160,24.988513,臺北市立圖書館木柵分館,6,0,6,0,0,2,0
文山區,機關,臺北市立圖書館景美分館,臺北市文山區羅斯福路五段176巷50號2樓,121.536373,25.003607,臺北市立圖書館景美分館,7,0,7,0,0,1,0
文山區,機關,臺北市立圖書館文山分館,臺北市文山區興隆路二段160號7樓,121.551672,25.001719,臺北市立圖書館文山分館,10,0,10,0,0,1,1
文山區,機關,文山區戶政事務所(所本部),臺北市文山區木柵路三段220號2樓,121.569962,24.989558,臺北市文山區戶政事務所所本部,5,5,0,0,0,0,1
文山區,機關,景美就業服務站,臺北市文山區羅斯福路六段393號2樓,121.540596,24.992146,景美就業服務站,2,2,0,0,0,1,0
文山區,機關,臺北市就業服務處景美個案管理資源站,臺北市文山區羅斯福路六段393號3樓,121.540596,24.992146,臺北市就業服務處景美個案管理資源站,2,2,0,0,0,0,0
文山區,機關,文山社福中心,臺北市文山區興隆路二段160號6樓,121.551297,25.001745,文山社福中心,2,0,2,0,0,1,0
文山區,機關,文山第一分局,臺北市文山區木柵路二段202號,121.563244,24.988908,臺北市政府警察局文山第一分局,2,0,2,0,0,0,0
文山區,機關,木新派出所,臺北市文山區恆光街45號,121.561454,24.981768,臺北市政府警察局木新派出所,2,0,2,0,0,0,0
文山區,機關,指南派出所,臺北市文山區指南路二段177號,121.577944,24.987308,臺北市政府警察局指南派出所,1,0,1,0,0,0,0
文山區,機關,復興派出所,臺北市文山區木柵路一段54號,121.547177,24.986811,臺北市政府警察局文山復興派出所,1,0,1,0,0,0,0
文山區,機關,萬芳派出所,臺北市文山區萬美街一段50號,121.567089,25.002343,臺北市政府警察局萬芳派出所,1,0,1,0,0,0,0
文山區,機關,文山第二分局,臺北市文山區景中街2號,121.541072,24.992825,臺北市政府警察局文山第二分局,3,0,3,0,0,1,0
文山區,機關,萬盛派出所,臺北市文山區羅斯福路五段151號,121.538957,25.003865,臺北市政府警察局萬盛派出所,1,0,1,0,0,0,0
文山區,機關,興隆派出所,臺北市文山區興隆路二段156號,121.551265,25.001608,臺北市政府警察局興隆派出所,1,0,1,0,0,0,0
文山區,機關,文山區公所,臺北市文山區木柵路三段220號9樓,121.569962,24.989558,臺北市文山區公所,12,12,0,0,0,1,0
文山區,機關,臺北市立圖書館力行分館,臺北市文山區一壽街22號5-8樓,121.556498,24.979578,臺北市立圖書館力行分館,8,0,8,0,0,0,0
文山區,機關,臺北市立圖書館安康民眾閱覽室,臺北市文山區興隆路四段105巷1號4樓,121.560800,24.987728,臺北市立圖書館安康民眾閱覽室,3,0,3,0,0,1,0
文山區,機關,臺北市立圖書館萬芳民眾閱覽室,臺北市文山區萬美街25號1樓,121.569178,25.002215,臺北市立圖書館萬芳民眾閱覽室,2,0,2,0,0,0,0
文山區,機關,文山區健康服務中心,臺北市文山區木柵路三段220號1樓跟3樓,121.569962,24.989558,臺北市文山區健康服務中心,5,5,0,0,0,0,0
文山區,機關,臺北市立圖書館景新分館,臺北市文山區景後街151號7樓,121.542032,24.990152,臺北市立圖書館景新分館,13,0,13,0,0,3,1
文山區,連鎖餐飲店,麥當勞台北興隆店,臺北市文山區興隆路三段54號1樓,121.555881,25.000100,台灣麥當勞餐廳股份有限公司台北興隆分公司,2,0,2,0,0,0,0
文山區,連鎖餐飲店,摩斯漢堡興隆店,臺北市文山區興隆路三段44號1樓,121.555676,25.000150,安心食品服務股份有限公司興隆分公司,1,0,1,0,0,0,0
文山區,連鎖餐飲店,麥當勞台北考試院店,臺北市文山區木柵路一段137號1樓,121.550246,24.987598,台灣麥當勞餐廳股份有限公司台北考試院分公司,1,0,1,0,0,0,0
文山區,連鎖餐飲店,麥當勞台北木柵店,臺北市文山區木柵路三段57號,121.566404,24.988655,台灣麥當勞餐廳股份有限公司台北木柵分公司,1,0,1,0,0,0,0
文山區,連鎖餐飲店,吉野家景美店,臺北市文山區景文街99號1樓,121.541352,24.990894,台灣吉野家股份有限公司景美分公司,1,0,1,0,0,0,0
文山區,連鎖餐飲店,統一星巴克木新門市,臺北市文山區木新路三段162號,121.561036,24.981869,統一星巴克股份有限公司統一星巴克木新門市,1,0,1,0,0,0,0
文山區,連鎖餐飲店,石二鍋臺北興隆分公司,臺北市文山區興隆路四段149號,121.561646,24.984804,石二鍋臺北興隆分公司,1,0,1,0,0,0,0
文山區,連鎖餐飲店,摩斯漢堡木新店,臺北市文山區木新路三段170號1樓,121.560759,24.981944,安心食品服務股份有限公司木新分公司,1,0,1,0,0,0,0
文山區,連鎖餐飲店,摩斯漢堡政大指南店,臺北市文山區指南路二段71號,121.574911,24.988081,安心食品服務股份有限公司政大指南分公司,1,0,1,0,0,0,0
文山區,連鎖餐飲店,統一星巴克政大門市,臺北市文山區指南路二段105號,121.575683,24.987847,統一星巴克股份有限公司政大門市,1,0,1,0,0,0,0
文山區,連鎖餐飲店,統一星巴克木柵門市,臺北市文山區木柵路三段75號,121.566918,24.988791,統一星巴克股份有限公司木柵門市,1,0,1,0,0,0,0
文山區,連鎖餐飲店,吉野家萬芳店,臺北市文山區興隆路三段94號,121.556908,24.999526,台灣吉野家股份有限公司萬芳分公司,1,0,1,0,0,0,0
文山區,機關,文山4號,臺北市文山區萬慶街124號邊祖師廟內,121.536905,24.994949,臺北市政府環境保護局,1,0,1,0,0,0,0
文山區,機關,文山6號,臺北市文山區仙跡廟左邊(景興街153巷進入),121.547822,24.992444,臺北市政府環境保護局,1,0,1,0,0,0,0
文山區,機關,文山9號,臺北市文山區保儀路76號旁(集應廟廣場),121.568541,24.987286,臺北市政府環境保護局,1,0,1,0,0,0,0
文山區,機關,文山公園3號,臺北市文山區指南路三段(山上)草湳橋左側,121.605615,24.970417,臺北市政府環境保護局,1,0,1,0,0,0,0
文山區,機關,文山11號,臺北市文山區木柵路5段159巷151號 (福德坑環保復育公園第一停車場內),121.591642,25.007500,臺北市政府環境保護局,1,0,1,0,0,0,0
文山區,機關,文山12號,臺北市文山區木柵路5段159巷151號 (福德坑環保復育公園靈古樓涼亭旁),121.593905,25.011721,臺北市政府環境保護局,1,0,1,0,0,0,0
文山區,機關,文山13號,臺北市文山區萬壽路之指南宮調度站後方(530公車路線),121.585406,24.981335,臺北市政府環境保護局,1,0,1,0,0,1,0
文山區,醫院,臺北市立萬芳醫院　　　　,臺北市文山區興隆路三段111號,121.558387,24.999963,臺北市立萬芳醫院,25,0,25,0,0,5,1
文山區,醫院,景美醫院,臺北市文山區羅斯福路六段280號,121.539881,24.991198,景美醫院,4,0,4,0,0,1,0
北投區,交通,捷運明德站(淡水信義線),臺北市北投區明德路95號,121.518848,25.109721,捷運明德站,3,3,0,0,0,0,1
北投區,交通,捷運石牌站(淡水信義線),臺北市北投區石牌路一段200號,121.515136,25.115078,捷運石牌站,5,5,0,0,0,0,1
北投區,交通,捷運唭哩岸站(淡水信義線),臺北市北投區東華街二段301號,121.506252,25.120872,捷運唭哩岸站,3,3,0,0,0,0,1
北投區,交通,捷運奇岩站(淡水信義線),臺北市北投區三合街二段487號,121.501132,25.125491,捷運奇岩站,3,3,0,0,0,0,1
北投區,交通,捷運北投站(淡水信義線),臺北市北投區光明路1號,121.498695,25.131977,捷運北投站,6,6,0,0,0,0,2
北投區,交通,捷運新北投站(淡水信義線),臺北市北投區大業路700號,121.502534,25.136947,捷運新北投站,3,3,0,0,0,0,1
北投區,交通,捷運復興崗站(淡水信義線),臺北市北投區中央北路三段53巷10號,121.485424,25.137532,捷運復興崗站,3,3,0,0,0,0,1
北投區,交通,捷運忠義站(淡水信義線),臺北市北投區中央北路四段301號,121.473226,25.131058,捷運忠義站,3,3,0,0,0,0,1
北投區,交通,捷運關渡站(淡水信義線),臺北市北投區大度路三段296巷51號,121.467188,25.125710,捷運關渡站,3,3,0,0,0,1,0
北投區,交通,大豐公園地下停車場,臺北市北投區大興街145號地下,121.503934,25.131130,臺北市停車管理工程處大豐公園地下停車場,3,3,0,0,0,1,0
北投區,交通,振興公園地下停車場,臺北市北投區天母西路112號B1,121.523419,25.118764,振興公園地下停車場,2,0,2,0,0,1,0
北投區,交通,石牌國小地下停車場,臺北市北投區石牌路一段137號地下一樓,121.512265,25.114081,臺北市停車管理工程處石牌國小地下停車場,3,3,0,0,0,2,0
北投區,交通,立農公園地下停車場,臺北市北投區承德路七段372號地下樓,121.503052,25.118497,臺北市停車管理工程處立農公園地下停車場,3,3,0,0,0,1,0
北投區,交通,七星公園地下停車場,臺北市北投區光明路225號,121.504128,25.136564,臺北市停車管理工程處七星公園地下停車場,4,4,0,0,0,1,1
北投區,交通,大業立體停車場,臺北市北投區大業路745號,121.502494,25.137398,臺北市停車管理工程處大業立體停車場,1,0,1,0,0,1,0
